_3FGL,Na,RAJ2000,DEJ2000,amaj,amin,phi,Sig,F35,S25,Gamma,Mod,Var,Flag,Assoc,TeV,Class,ID,Simbad,File,LC,F1,E_F1,F2,E_F2,F3,E_F3,F4,E_F4,F5,E_F5,Source,TYPE,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,RA_d,DEC_d,SCRIPT_NUMBER_ID,Ang_Sep,Var_1,LL,VHE,SpCl,SEDCl,z,alpha,e_alpha,Var_2,F2_F1,F4_F3
J1526.3-4505,1,231.586,-45.086,0.090,0.080,48,5.4,0.5,7.7,2.52,PL,,1,,,,,Simbad,J1526.3-4505,LC,1.86,0.62,0.22,0.08,0.10,0.14,0.58,0.44,0.40,0.24,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,5.80
J1527.0-3804,1,231.754,-38.080,0.087,0.080,30,4.5,0.4,4.7,2.33,PL,,,,,,,Simbad,J1527.0-3804,LC,0.85,0.38,0.19,0.07,0.13,0.12,0.84,0.44,0.30,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,6.46
J1528.1-2904,1,232.036,-29.068,0.082,0.059,24,4.3,0.2,3.0,1.70,PL,,,,,,,Simbad,J1528.1-2904,LC,0.43,0.36,0.03,0.06,0.11,0.11,0.98,0.42,0.14,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,8.91
J1528.3-5836,1,232.078,-58.608,0.055,0.049,-64,11.5,3.1,12.5,2.44,LP,,12,2FGL J1528.0-5841,,,,Simbad,J1528.3-5836,LC,0.60,0.64,0.28,0.10,2.60,0.32,4.54,0.94,0.00,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,1.75
J1528.7-2247,1,232.175,-22.787,0.185,0.134,-36,4.4,0.4,4.6,2.24,PL,,,3EG J1527-2358,,,,Simbad,J1528.7-2247,LC,0.27,0.32,0.12,0.06,0.32,0.12,0.85,0.40,0.00,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,2.66
J1529.5+6733,1,232.399,67.559,0.137,0.111,-16,4.6,0.2,2.4,2.24,PL,,,,,,,Simbad,J1529.5p6733,LC,0.17,0.18,0.09,0.03,0.14,0.07,0.36,0.22,0.11,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,2.57
J1531.0+5737,2,232.767,57.621,0.066,0.054,19,9.3,0.4,4.7,2.27,PL,,,2FGL J1531.0+5725,,bll,87GB 152947.5+574636,Simbad,J1531.0p5737,LC,0.70,0.22,0.10,0.03,0.29,0.08,0.59,0.28,0.50,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,2.03
J1531.8+4704,1,232.954,47.081,0.143,0.111,65,4.9,0.2,2.7,2.32,PL,,,,,bll,1RXS J153148.8+465912,Simbad,J1531.8p4704,LC,0.66,0.21,0.05,0.03,0.17,0.07,0.31,0.24,0.14,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,1.82
J1532.0+3018,1,233.022,30.308,0.054,0.048,8,8.2,0.4,4.5,1.77,PL,,,1FGL J1531.8+3018,,bll,RX J1531.9+3016,Simbad,J1532.0p3018,LC,0.00,0.15,0.05,0.04,0.21,0.08,1.18,0.40,0.55,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
J1532.0-2618,1,233.014,-26.303,0.095,0.080,-34,4.4,0.4,4.5,2.18,PL,,,,,,,Simbad,J1532.0-2618,LC,0.33,0.37,0.11,0.07,0.29,0.14,0.89,0.42,0.21,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,3.07
J1532.7-1319,1,233.188,-13.325,0.024,0.023,-64,35.6,3.9,43.2,2.09,PL,T,,1FHL J1532.6-1317,,bcu,TXS 1530-131,Simbad,J1532.7-1319,LC,2.32,0.39,1.09,0.08,3.18,0.23,7.52,0.89,2.51,0.52,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,2.36
J1533.2+1852,1,233.312,18.871,0.083,0.078,42,6.7,0.4,4.2,1.89,PL,,,,,bll,RX J1533.1+1854,Simbad,J1533.2p1852,LC,0.44,0.27,0.05,0.04,0.10,0.08,1.28,0.42,0.50,0.25,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,12.80
J1533.5+3416,1,233.387,34.281,0.094,0.087,-45,5.9,0.3,3.3,1.85,PL,,,,,bll,RX J1533.3+3416,Simbad,J1533.5p3416,LC,0.27,0.23,0.07,0.03,0.11,0.07,0.94,0.35,0.30,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,8.55
J1533.8-5231,1,233.473,-52.533,0.055,0.048,-21,6.4,0.8,9.1,1.97,PL,,,,,,,Simbad,J1533.8-5231,LC,0.01,0.78,0.13,0.12,0.56,0.22,2.63,0.73,0.54,0.27,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,4.70
J1534.4+5323,1,233.607,53.398,0.156,0.136,54,4.1,0.2,2.2,1.96,PL,,,,,bll,1ES 1533+535,Simbad,J1534.4p5323,LC,0.26,0.19,0.01,0.03,0.11,0.06,0.66,0.30,0.16,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,6.00
J1534.5+0128,1,233.645,1.483,0.150,0.141,-52,8.5,0.4,8.9,2.78,PL,T,,,,fsrq,PKS 1532+01,Simbad,J1534.5p0128,LC,2.03,0.37,0.29,0.06,0.29,0.11,0.73,0.37,0.00,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,2.52
J1535.0+3721,1,233.754,37.365,0.107,0.071,-10,7.7,0.4,4.6,2.11,PL,,,2FGL J1535.4+3720,,bll,RGB J1534+372,Simbad,J1535.0p3721,LC,0.14,0.19,0.15,0.04,0.33,0.09,0.43,0.27,0.49,0.22,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.30
J1535.7+3920,1,233.931,39.335,0.101,0.096,86,4.8,0.2,2.7,2.10,PL,,,,,bll,RX J1535.4+3922,Simbad,J1535.7p3920,LC,0.00,0.18,0.07,0.03,0.25,0.08,0.39,0.27,0.13,0.12,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
J1536.3-4949,4,234.099,-49.822,0.016,0.016,-87,60.1,11.8,87.4,2.04,LP,,,1FHL J1536.4-4951,,psr,PSR J1536-4948,Simbad,J1536.3-4949,LC,5.10,0.50,2.22,0.11,8.55,0.35,27.81,1.57,3.37,0.56,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,3.25
J1536.6+8331,1,234.162,83.532,0.259,0.132,-16,4.3,0.2,3.1,2.48,PL,,,,,bcu,NVSS J153556+832614,Simbad,J1536.6p8331,LC,0.43,0.29,0.12,0.04,0.17,0.08,0.30,0.21,0.09,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,1.76
J1537.8-8000,1,234.470,-80.009,0.052,0.046,13,12.2,0.9,10.7,2.19,PL,T,,2FGL J1537.4-7957,,bcu,PMN J1537-7958,Simbad,J1537.8-8000,LC,1.01,0.35,0.29,0.06,0.71,0.14,2.30,0.52,0.37,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,3.24
J1538.4-4656,1,234.603,-46.935,0.477,0.291,39,12.5,0.9,21.1,2.85,PL,,"3,9",2FGL J1539.3-4636,,,,Simbad,J1538.4-4656,LC,4.79,0.67,0.64,0.10,0.55,0.20,0.51,0.50,0.00,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.93
J1539.2-3324,2,234.823,-33.414,0.037,0.035,67,19.2,2.4,11.6,1.81,LP,,,2FGL J1539.2-3325,,,,Simbad,J1539.2-3324,LC,0.00,0.09,0.03,0.04,1.81,0.19,7.00,0.90,0.28,0.22,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87
J1539.5+2746,2,234.887,27.767,0.053,0.048,47,14.8,0.9,10.2,2.08,PL,T,,2FGL J1539.5+2747,,fsrq,MG2 J153938+2744,Simbad,J1539.5p2746,LC,0.37,0.24,0.23,0.04,0.73,0.12,2.44,0.52,0.45,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,3.34
J1539.8-1128,1,234.958,-11.479,0.101,0.081,55,5.8,0.5,5.4,2.08,PL,,,,,bcu,PMN J1539-1128,Simbad,J1539.8-1128,LC,1.48,0.58,0.13,0.07,0.30,0.13,1.11,0.45,0.23,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,3.70
J1540.1+8155,3,235.025,81.924,0.040,0.030,-39,14.6,0.5,8.1,1.60,PL,,,1FHL J1537.5+8159,,bll,1ES 1544+820,Simbad,J1540.1p8155,LC,0.00,0.10,0.03,0.03,0.35,0.08,1.43,0.35,1.25,0.28,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
J1540.8+1449,1,235.201,14.833,0.098,0.076,-87,4.8,0.4,4.7,2.34,PL,,,2FGL J1540.4+1438,,bll,4C +14.60,Simbad,J1540.8p1449,LC,0.65,0.37,0.18,0.05,0.29,0.12,0.31,0.28,0.28,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,1.07
J1541.6+1414,1,235.403,14.234,0.083,0.074,43,4.9,0.3,3.4,1.98,PL,,,,,,,Simbad,J1541.6p1414,LC,0.20,0.51,0.00,0.05,0.29,0.11,0.71,0.36,0.25,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2.45
J1541.8+1105,1,235.462,11.092,0.170,0.155,-1,6.5,0.3,6.3,2.73,PL,,,,,fsrq,MG1 J154207+1110,Simbad,J1541.8p1105,LC,1.37,0.37,0.22,0.06,0.35,0.11,0.31,0.26,0.00,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.89
J1542.4-5911,1,235.622,-59.198,0.194,0.142,-19,5.5,0.7,11.3,2.60,PL,,1,,,,,Simbad,J1542.4-5911,LC,2.55,0.78,0.45,0.12,0.86,0.23,0.82,0.51,0.11,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.95
J1542.9+6129,4,235.738,61.495,0.019,0.018,-32,62.7,4.9,44.8,1.99,LP,T,,1FHL J1542.9+6128,,bll,GB6 J1542+6129,Simbad,J1542.9p6129,LC,2.72,0.24,1.03,0.05,3.43,0.17,11.78,0.85,3.08,0.45,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,3.43
J1542.9-5141,1,235.746,-51.692,0.183,0.141,39,8.6,1.5,21.8,2.49,PL,,,,,PSR,PSR J1543-5149,Simbad,J1542.9-5141,LC,3.51,1.00,1.07,0.17,1.34,0.29,2.93,0.84,0.10,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,2.19
J1543.5+0451,1,235.879,4.864,0.102,0.080,74,5.3,0.4,4.3,1.98,PL,,,,,bcu,CGCG 050-083,Simbad,J1543.5p0451,LC,0.76,0.37,0.06,0.05,0.25,0.11,0.68,0.38,0.49,0.28,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,2.72
J1543.5-0244,2,235.889,-2.748,0.179,0.112,-85,8.1,0.7,6.5,2.41,LP,,,2FGL J1543.7-0241,,,,Simbad,J1543.5-0244,LC,0.52,0.27,0.29,0.07,0.74,0.16,0.50,0.38,0.00,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.68
J1544.0+4938,1,236.018,49.650,0.141,0.106,82,6.2,0.3,3.6,2.30,PL,,,,,PSR,PSR J1544+4937,Simbad,J1544.0p4938,LC,0.22,0.20,0.10,0.03,0.32,0.08,0.26,0.24,0.19,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.81
J1544.1-2555,1,236.028,-25.920,0.128,0.087,39,9.5,0.9,11.5,2.36,PL,,,2FGL J1544.1-2554,,,,Simbad,J1544.1-2555,LC,1.18,0.42,0.54,0.08,0.78,0.16,1.50,0.53,0.00,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,1.92
J1544.6-1125,2,236.170,-11.427,0.077,0.067,52,10.8,1.0,13.5,2.41,PL,,,2FGL J1544.5-1126,,,,Simbad,J1544.6-1125,LC,0.75,0.56,0.57,0.08,0.93,0.16,1.71,0.54,0.00,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1.84
J1545.0-6641,1,236.269,-66.692,0.038,0.036,64,7.5,0.3,4.4,1.67,PL,,,1FHL J1545.2-6640,,,,Simbad,J1545.0-6641,LC,0.72,0.33,0.05,0.05,0.10,0.10,0.92,0.40,0.78,0.26,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,9.20
J1546.0+0818,1,236.502,8.307,0.040,0.038,66,10.3,0.5,7.0,1.69,PL,,,2FGL J1546.1+0820,,bll,1RXS J154604.6+081912,Simbad,J1546.0p0818,LC,0.00,0.24,0.01,0.04,0.36,0.11,1.66,0.48,0.80,0.29,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61
J1546.6+1812,1,236.672,18.204,0.105,0.097,-85,5.0,0.3,3.9,2.30,PL,,,,,bll,MG1 J154628+1817,Simbad,J1546.6p1812,LC,0.37,0.38,0.09,0.05,0.13,0.10,0.79,0.33,0.28,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,6.08
J1547.1-2801,1,236.782,-28.030,0.107,0.082,83,4.3,0.3,3.8,1.71,PL,,,,,bcu,1RXS J154711.8-280222,Simbad,J1547.1-2801,LC,0.00,0.25,0.00,0.03,0.32,0.13,0.95,0.43,0.36,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
J1548.4+1455,3,237.110,14.926,0.039,0.039,57,17.3,1.3,14.5,2.11,PL,,,1FHL J1548.3+1455,,,,Simbad,J1548.4p1455,LC,0.56,0.42,0.35,0.06,1.05,0.14,2.61,0.55,0.97,0.32,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,2.49
J1548.8-2250,3,237.215,-22.849,0.047,0.042,12,12.1,1.1,12.7,2.05,PL,,,1FHL J1548.8-2251,,bll,PMN J1548-2251,Simbad,J1548.8-2250,LC,0.83,0.42,0.35,0.07,0.77,0.17,2.02,0.56,0.99,0.33,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,2.62
J1549.0+6309,1,237.260,63.153,0.125,0.119,32,5.2,0.2,3.4,2.73,PL,,1,1FGL J1548.7+6311,,bcu,SDSS J154958.45+631021.2,Simbad,J1549.0p6309,LC,0.68,0.25,0.12,0.04,0.07,0.06,0.37,0.21,0.05,0.08,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,5.29
J1549.1-5347c,1,237.300,-53.784,0.104,0.088,-50,11.6,4.2,66.2,2.56,PL,,"1,6,7,10",,,spp,,Simbad,J1549.1-5347c,LC,15.79,1.72,3.35,0.35,4.60,0.65,7.59,1.58,0.01,0.39,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,1.65
J1549.4+0237,2,237.372,2.631,0.050,0.047,25,23.4,1.8,24.9,2.46,PL,T,,2FGL J1549.5+0237,,fsrq,PKS 1546+027,Simbad,J1549.4p0237,LC,4.10,0.41,0.83,0.07,1.48,0.18,2.82,0.60,0.24,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,1.91
J1549.4-4832,1,237.375,-48.538,0.131,0.103,-18,8.7,0.9,18.8,2.74,PL,,1,,,,,Simbad,J1549.4-4832,LC,4.87,0.88,0.70,0.13,0.30,0.22,1.58,0.64,0.22,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,5.27
J1549.5+1709,1,237.377,17.156,0.110,0.087,-42,4.4,0.2,2.8,1.92,PL,,,,,bcu,MG1 J154930+1708,Simbad,J1549.5p1709,LC,0.48,0.42,0.04,0.04,0.17,0.08,0.52,0.33,0.35,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,3.06
J1549.7-0658,3,237.444,-6.977,0.049,0.040,-86,11.6,1.0,11.0,1.92,PL,,,1FHL J1549.9-0658,,bcu,NVSS J154952-065907,Simbad,J1549.7-0658,LC,0.34,0.33,0.22,0.06,0.71,0.15,1.86,0.52,1.18,0.38,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,2.62
J1549.9-3044,1,237.475,-30.746,0.066,0.062,-21,5.0,0.2,3.4,1.44,PL,,,,,,,Simbad,J1549.9-3044,LC,0.00,0.10,0.00,0.02,0.05,0.09,0.66,0.41,0.62,0.27,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,13.20
J1550.3+7409,1,237.598,74.157,0.166,0.116,81,5.4,0.2,3.3,2.69,PL,,1,,,bcu,87GB 155014.9+741816,Simbad,J1550.3p7409,LC,0.70,0.22,0.12,0.03,0.04,0.06,0.43,0.22,0.11,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,10.75
J1550.4+6027,1,237.623,60.462,0.056,0.053,87,7.7,0.3,3.7,1.84,PL,,,,,,,Simbad,J1550.4p6027,LC,0.02,0.24,0.02,0.03,0.19,0.07,1.25,0.35,0.20,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.58
J1550.5+0526,2,237.639,5.445,0.073,0.061,40,16.2,1.3,15.7,2.34,PL,,,2FGL J1550.7+0526,,fsrq,4C +05.64,Simbad,J1550.5p0526,LC,1.13,0.41,0.57,0.06,1.05,0.15,2.89,0.61,0.00,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,2.75
J1551.1-5610,1,237.779,-56.175,0.067,0.059,2,6.0,1.0,12.9,1.79,PL,,5,,,spp,,Simbad,J1551.1-5610,LC,0.00,1.55,0.03,0.35,0.33,0.39,3.36,1.04,1.64,0.51,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18
J1552.1+0852,2,238.033,8.877,0.141,0.113,3,6.4,0.5,5.3,2.21,PL,,,2FGL J1551.9+0855,,bll,TXS 1549+089,Simbad,J1552.1p0852,LC,0.15,0.32,0.15,0.05,0.51,0.12,0.53,0.36,0.16,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.04
J1552.8-5330,1,238.212,-53.513,0.078,0.071,73,11.2,7.2,41.9,2.26,LP,,7,,,,,Simbad,J1552.8-5330,LC,0.00,0.81,1.26,0.46,5.10,0.83,12.15,2.00,0.01,0.52,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
J1552.9-5610,3,238.231,-56.169,0.036,0.027,37,18.4,5.2,57.9,2.08,PL,,7,1FHL J1552.6-5610,,spp,,Simbad,J1552.9-5610,LC,4.63,0.93,1.71,0.16,4.36,0.48,11.72,1.38,3.73,0.67,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,2.69
J1553.1+5437,1,238.292,54.624,0.087,0.085,34,8.5,0.4,4.5,2.26,PL,,,,,,,Simbad,J1553.1p5437,LC,0.33,0.25,0.12,0.03,0.33,0.08,0.76,0.30,0.08,0.11,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,2.30
J1553.3-0322c,1,238.347,-3.381,0.224,0.181,-20,6.5,0.6,9.1,2.56,PL,,"1,6",2FGL J1553.5-0324,,,,Simbad,J1553.3-0322c,LC,2.02,0.43,0.24,0.08,0.56,0.18,0.35,0.43,0.26,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.62
J1553.3-2421,2,238.349,-24.359,0.122,0.102,-66,8.1,0.8,9.8,2.28,PL,,,2FGL J1553.2-2424,,fsrq,PKS 1550-242,Simbad,J1553.3-2421,LC,0.56,0.53,0.35,0.08,0.57,0.15,1.84,0.57,0.05,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,3.23
J1553.5+1256,3,238.386,12.946,0.035,0.033,81,32.5,2.8,29.9,2.36,LP,T,,2FGL J1553.5+1255,,fsrq,PKS 1551+130,Simbad,J1553.5p1256,LC,4.07,0.43,1.13,0.07,2.47,0.19,3.96,0.65,0.41,0.22,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,1.60
J1553.5-3118,3,238.377,-31.306,0.034,0.032,-58,13.0,0.8,8.2,1.60,LP,,,1FHL J1553.4-3117,,bll,1RXS J155333.4-311841,Simbad,J1553.5-3118,LC,0.00,0.07,0.00,0.02,0.55,0.12,2.93,0.61,1.34,0.37,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33
J1554.4+2010,1,238.611,20.170,0.085,0.082,16,5.7,0.3,3.9,2.25,PL,,"5,6,10",,,bll,1ES 1552+203,Simbad,J1554.4p2010,LC,0.47,0.31,0.08,0.05,0.21,0.10,1.01,0.38,0.15,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,4.81
J1554.4-5315c,2,238.610,-53.262,0.049,0.044,-47,8.8,3.9,43.3,2.13,PL,,,2FGL J1554.4-5317c,,,,Simbad,J1554.4-5315c,LC,0.58,1.85,1.54,0.49,5.51,0.82,11.00,1.90,1.57,0.59,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.00
J1555.7+1111,4,238.936,11.194,0.009,0.009,-62,97.5,13.2,164.1,1.68,LP,T,,1FHL J1555.7+1111,P,BLL,PG 1553+113,Simbad,J1555.7p1111,LC,2.79,0.40,1.61,0.08,6.72,0.27,38.97,1.76,22.42,1.32,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,5.80
J1557.0-4225,1,239.264,-42.422,0.264,0.164,-81,11.5,0.7,16.5,2.68,LP,,3,,,,,Simbad,J1557.0-4225,LC,3.40,0.47,0.78,0.11,0.65,0.21,0.92,0.54,0.00,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1.42
J1557.4-7040,1,239.374,-70.678,0.073,0.064,-66,8.2,0.6,6.9,2.30,PL,,,2FGL J1558.6-7039,,bcu,PKS 1552-705,Simbad,J1557.4-7040,LC,0.92,0.31,0.18,0.06,0.47,0.12,1.23,0.41,0.22,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,2.62
J1558.9+5625,2,239.742,56.418,0.060,0.050,-39,16.1,0.9,10.6,2.21,PL,T,,2FGL J1559.0+5627,,bll,TXS 1557+565,Simbad,J1558.9p5625,LC,1.49,0.41,0.22,0.04,0.76,0.11,2.19,0.44,0.38,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2.88
J1558.9-6432,2,239.738,-64.541,0.031,0.029,-32,17.9,1.5,17.2,2.02,PL,,,1FHL J1558.5-6428,,bll,PMN J1558-6432,Simbad,J1558.9-6432,LC,1.51,0.39,0.25,0.06,1.20,0.17,3.51,0.63,1.72,0.38,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,2.92
J1559.7+8512,1,239.944,85.213,0.075,0.058,-74,12.8,0.6,8.0,2.35,PL,,,2FGL J1558.3+8513,,bcu,WN B1609.6+8517,Simbad,J1559.7p8512,LC,1.44,0.29,0.24,0.04,0.45,0.10,1.51,0.36,0.17,0.13,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,3.36
J1559.8-2525,1,239.966,-25.422,0.078,0.062,1,4.4,0.3,3.3,1.94,PL,,,,,bcu,NVSS J160005-252439,Simbad,J1559.8-2525,LC,0.69,0.41,0.07,0.06,0.15,0.11,0.37,0.33,0.41,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,2.47
J1559.9+2319,1,239.987,23.326,0.078,0.075,-21,7.1,0.5,5.6,2.10,PL,,,,,bll,87GB 155744.0+232525,Simbad,J1559.9p2319,LC,0.00,0.40,0.14,0.06,0.41,0.13,0.92,0.39,0.45,0.22,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
J1600.3-5810,1,240.076,-58.169,0.086,0.072,-14,4.6,0.5,5.5,2.01,PL,,,,,bcu,MRC 1556-580,Simbad,J1600.3-5810,LC,0.26,0.62,0.07,0.08,0.66,0.18,1.16,0.50,0.37,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,1.76
J1600.8-3053,2,240.212,-30.891,0.059,0.052,6,10.7,1.1,6.2,1.97,EC,,,2FGL J1600.7-3053,,PSR,PSR J1600-3053,Simbad,J1600.8-3053,LC,0.00,0.16,0.14,0.05,0.85,0.15,3.04,0.63,0.18,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
J1601.9+2306,1,240.489,23.111,0.111,0.090,83,7.8,0.9,3.5,2.17,LP,,12,2FGL J1602.4+2308,,,,Simbad,J1601.9p2306,LC,0.33,0.15,0.05,0.03,0.74,0.14,1.18,0.44,0.00,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.59
J1602.8-1924,1,240.720,-19.407,0.137,0.116,-70,4.8,0.5,5.8,2.31,PL,,,,,,,Simbad,J1602.8-1924,LC,0.94,0.48,0.22,0.08,0.34,0.14,0.95,0.49,0.21,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,2.79
J1603.7+1106,1,240.949,11.108,0.124,0.103,-18,6.2,0.5,6.1,2.32,PL,T,1,,,bll,MG1 J160340+1106,Simbad,J1603.7p1106,LC,0.35,0.51,0.21,0.06,0.36,0.13,0.83,0.42,0.21,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,2.31
J1603.7-6011,1,240.931,-60.195,0.087,0.067,-12,5.1,0.5,5.6,1.96,PL,,,,,,,Simbad,J1603.7-6011,LC,0.05,0.48,0.01,0.07,0.47,0.16,2.13,0.55,0.17,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,4.53
J1603.9-4903,4,240.979,-49.064,0.014,0.014,71,41.8,9.3,104.1,2.14,PL,T,,1FHL J1603.7-4903,,bll,PMN J1603-4904,Simbad,J1603.9-4903,LC,11.24,0.95,2.76,0.18,5.95,0.40,18.86,1.47,7.62,0.83,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3.17
J1604.4-4442,2,241.109,-44.715,0.040,0.037,-2,25.5,3.6,50.5,2.45,PL,T,,2FGL J1604.5-4442,,bcu,PMN J1604-4441,Simbad,J1604.4-4442,LC,7.43,0.78,1.77,0.13,2.57,0.28,6.53,0.93,0.57,0.31,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,2.54
J1604.6+5714,2,241.170,57.241,0.043,0.042,-19,26.2,1.6,19.7,2.43,LP,T,,2FGL J1604.6+5710,,fsrq,GB6 J1604+5714,Simbad,J1604.6p5714,LC,2.41,0.48,0.84,0.06,1.33,0.13,2.47,0.45,0.19,0.13,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,1.86
